ppl: 3.054487943649292
nlls:tensor(1.3769, device='cuda:0')
tensor(1.5683, device='cuda:0')
tensor(1.4992, device='cuda:0')
tensor(1.6839, device='cuda:0')
tensor(0.8153, device='cuda:0')
tensor(1.6878, device='cuda:0')
tensor(1.5934, device='cuda:0')
tensor(1.3761, device='cuda:0')
tensor(0.8473, device='cuda:0')
tensor(0.9968, device='cuda:0')
tensor(1.1997, device='cuda:0')
tensor(0.9996, device='cuda:0')
tensor(1.0878, device='cuda:0')
tensor(1.0582, device='cuda:0')
tensor(0.7184, device='cuda:0')
tensor(0.9398, device='cuda:0')
tensor(0.9576, device='cuda:0')
tensor(0.9384, device='cuda:0')
tensor(0.9010, device='cuda:0')
tensor(0.9819, device='cuda:0')
tensor(1.8046, device='cuda:0')
tensor(1.1021, device='cuda:0')
tensor(0.4834, device='cuda:0')
tensor(0.5258, device='cuda:0')
tensor(0.5104, device='cuda:0')
tensor(0.5123, device='cuda:0')
tensor(0.4634, device='cuda:0')
tensor(0.4301, device='cuda:0')
tensor(0.7719, device='cuda:0')
tensor(1.2949, device='cuda:0')
tensor(1.1332, device='cuda:0')
tensor(0.9873, device='cuda:0')
tensor(0.9394, device='cuda:0')
tensor(0.9514, device='cuda:0')
tensor(1.1915, device='cuda:0')
tensor(1.4989, device='cuda:0')
tensor(1.6949, device='cuda:0')
tensor(1.6500, device='cuda:0')
tensor(1.3467, device='cuda:0')
tensor(1.0902, device='cuda:0')
tensor(0.9383, device='cuda:0')
tensor(1.1543, device='cuda:0')
tensor(1.0925, device='cuda:0')
tensor(1.2329, device='cuda:0')
tensor(1.1589, device='cuda:0')
tensor(1.1724, device='cuda:0')
tensor(1.2217, device='cuda:0')
tensor(1.2505, device='cuda:0')
tensor(1.5269, device='cuda:0')
tensor(1.5768, device='cuda:0')
tensor(1.7167, device='cuda:0')
tensor(1.9633, device='cuda:0')
tensor(0.7920, device='cuda:0')
tensor(0.7472, device='cuda:0')
tensor(0.8598, device='cuda:0')
tensor(0.8911, device='cuda:0')
tensor(0.9949, device='cuda:0')
tensor(0.6284, device='cuda:0')
tensor(0.9197, device='cuda:0')
tensor(0.8901, device='cuda:0')
tensor(0.8288, device='cuda:0')
tensor(0.8393, device='cuda:0')
tensor(0.8560, device='cuda:0')
tensor(0.6617, device='cuda:0')
tensor(0.7672, device='cuda:0')
tensor(0.8950, device='cuda:0')
tensor(0.8459, device='cuda:0')
tensor(0.7265, device='cuda:0')
tensor(0.8773, device='cuda:0')
tensor(1.1599, device='cuda:0')
tensor(0.8475, device='cuda:0')
tensor(1.0893, device='cuda:0')
tensor(0.9065, device='cuda:0')
tensor(1.1204, device='cuda:0')
tensor(0.7814, device='cuda:0')
tensor(1.1646, device='cuda:0')
tensor(0.8584, device='cuda:0')
tensor(0.7995, device='cuda:0')
tensor(0.8224, device='cuda:0')
tensor(1.0622, device='cuda:0')
tensor(1.1254, device='cuda:0')
tensor(0.8870, device='cuda:0')
tensor(0.9490, device='cuda:0')
tensor(1.3992, device='cuda:0')
tensor(1.0683, device='cuda:0')
tensor(0.9852, device='cuda:0')
tensor(1.1316, device='cuda:0')
tensor(1.4967, device='cuda:0')
tensor(1.8948, device='cuda:0')
tensor(1.2481, device='cuda:0')
tensor(1.0959, device='cuda:0')
tensor(1.1636, device='cuda:0')
tensor(1.3538, device='cuda:0')
tensor(1.0087, device='cuda:0')
tensor(0.9623, device='cuda:0')
tensor(0.9544, device='cuda:0')
tensor(0.9650, device='cuda:0')
tensor(0.8614, device='cuda:0')
tensor(0.9416, device='cuda:0')
tensor(0.7532, device='cuda:0')
tensor(0.7071, device='cuda:0')
tensor(1.0380, device='cuda:0')
tensor(0.9875, device='cuda:0')
tensor(0.8008, device='cuda:0')
tensor(1.0818, device='cuda:0')
tensor(1.2587, device='cuda:0')
tensor(0.6695, device='cuda:0')
tensor(1.3331, device='cuda:0')
tensor(1.4528, device='cuda:0')
tensor(1.6776, device='cuda:0')
tensor(1.5607, device='cuda:0')
tensor(1.6272, device='cuda:0')
tensor(1.4463, device='cuda:0')
tensor(1.1185, device='cuda:0')
tensor(1.2366, device='cuda:0')
tensor(0.9613, device='cuda:0')
tensor(1.1793, device='cuda:0')
tensor(1.1747, device='cuda:0')
tensor(0.9231, device='cuda:0')
tensor(1.2512, device='cuda:0')
tensor(1.0613, device='cuda:0')
tensor(1.1902, device='cuda:0')
tensor(1.5559, device='cuda:0')
tensor(1.8665, device='cuda:0')
tensor(1.1188, device='cuda:0')
tensor(1.2203, device='cuda:0')
tensor(1.2504, device='cuda:0')
tensor(1.1258, device='cuda:0')
tensor(1.0569, device='cuda:0')
tensor(1.2081, device='cuda:0')
tensor(0.7818, device='cuda:0')
tensor(1.0040, device='cuda:0')
tensor(0.8452, device='cuda:0')
tensor(0.8703, device='cuda:0')
tensor(0.7020, device='cuda:0')
tensor(0.8183, device='cuda:0')
tensor(0.8607, device='cuda:0')
tensor(0.6558, device='cuda:0')
tensor(0.7040, device='cuda:0')
tensor(1.3815, device='cuda:0')
tensor(1.9220, device='cuda:0')
tensor(1.5543, device='cuda:0')
tensor(1.7489, device='cuda:0')
tensor(1.3437, device='cuda:0')
tensor(1.3098, device='cuda:0')
tensor(1.6231, device='cuda:0')
tensor(1.4317, device='cuda:0')
tensor(1.5242, device='cuda:0')
tensor(1.3995, device='cuda:0')
tensor(1.5366, device='cuda:0')
tensor(0.9990, device='cuda:0')
tensor(0.9888, device='cuda:0')
tensor(1.0061, device='cuda:0')
tensor(1.0602, device='cuda:0')
tensor(1.2046, device='cuda:0')
tensor(1.1375, device='cuda:0')
tensor(1.3566, device='cuda:0')
tensor(1.2153, device='cuda:0')
tensor(1.3984, device='cuda:0')
tensor(1.5125, device='cuda:0')
tensor(1.1849, device='cuda:0')
tensor(1.2657, device='cuda:0')
tensor(1.6400, device='cuda:0')
tensor(1.5074, device='cuda:0')
tensor(2.0785, device='cuda:0')
tensor(1.5382, device='cuda:0')
tensor(0.8319, device='cuda:0')
tensor(0.7775, device='cuda:0')
tensor(0.5339, device='cuda:0')
tensor(1.5150, device='cuda:0')
tensor(1.2813, device='cuda:0')
tensor(1.5246, device='cuda:0')
tensor(1.7398, device='cuda:0')
tensor(1.6352, device='cuda:0')
tensor(1.1285, device='cuda:0')
tensor(1.0723, device='cuda:0')
tensor(1.1184, device='cuda:0')
tensor(1.3943, device='cuda:0')
tensor(1.4743, device='cuda:0')
tensor(1.1486, device='cuda:0')
tensor(0.8848, device='cuda:0')
tensor(0.8213, device='cuda:0')
tensor(0.7127, device='cuda:0')
tensor(0.7220, device='cuda:0')
tensor(0.8818, device='cuda:0')
tensor(1.1534, device='cuda:0')
tensor(1.0821, device='cuda:0')
tensor(1.2514, device='cuda:0')
tensor(0.8703, device='cuda:0')
tensor(0.6871, device='cuda:0')
tensor(1.0808, device='cuda:0')
tensor(1.5542, device='cuda:0')
tensor(1.5855, device='cuda:0')
tensor(1.4894, device='cuda:0')
tensor(1.2563, device='cuda:0')
tensor(1.4586, device='cuda:0')
tensor(1.4962, device='cuda:0')
tensor(1.1697, device='cuda:0')
tensor(1.0034, device='cuda:0')
tensor(1.1527, device='cuda:0')
tensor(1.1775, device='cuda:0')
tensor(1.6831, device='cuda:0')
tensor(1.4298, device='cuda:0')
tensor(1.3154, device='cuda:0')
tensor(1.9864, device='cuda:0')
tensor(1.6981, device='cuda:0')
tensor(1.1397, device='cuda:0')
tensor(1.4500, device='cuda:0')
tensor(1.3992, device='cuda:0')
tensor(1.2862, device='cuda:0')
tensor(1.7017, device='cuda:0')
tensor(1.1157, device='cuda:0')
tensor(1.5093, device='cuda:0')
tensor(0.9896, device='cuda:0')
tensor(0.9344, device='cuda:0')
tensor(0.9365, device='cuda:0')
tensor(0.9353, device='cuda:0')
tensor(1.1241, device='cuda:0')
tensor(1.0687, device='cuda:0')
tensor(1.0543, device='cuda:0')
tensor(1.2875, device='cuda:0')
tensor(1.1963, device='cuda:0')
tensor(1.1235, device='cuda:0')
tensor(1.0170, device='cuda:0')
tensor(1.0088, device='cuda:0')
tensor(1.7863, device='cuda:0')
tensor(1.2731, device='cuda:0')
tensor(1.4592, device='cuda:0')
tensor(1.1750, device='cuda:0')
tensor(1.1110, device='cuda:0')
tensor(1.2785, device='cuda:0')
tensor(2.0878, device='cuda:0')
tensor(1.6447, device='cuda:0')
tensor(1.4688, device='cuda:0')
tensor(1.5064, device='cuda:0')
tensor(1.7415, device='cuda:0')
tensor(1.2508, device='cuda:0')
tensor(0.8618, device='cuda:0')
tensor(0.6324, device='cuda:0')
tensor(1.2895, device='cuda:0')
tensor(1.2658, device='cuda:0')
tensor(0.8716, device='cuda:0')
tensor(1.4957, device='cuda:0')
tensor(1.3747, device='cuda:0')
tensor(1.1990, device='cuda:0')
tensor(1.3232, device='cuda:0')
tensor(1.1858, device='cuda:0')
tensor(1.0730, device='cuda:0')
tensor(1.0722, device='cuda:0')
tensor(1.0870, device='cuda:0')
tensor(0.9266, device='cuda:0')
tensor(1.0104, device='cuda:0')
tensor(1.2239, device='cuda:0')
tensor(0.9392, device='cuda:0')
tensor(0.7685, device='cuda:0')
tensor(1.0509, device='cuda:0')
tensor(1.0010, device='cuda:0')
tensor(1.1178, device='cuda:0')
tensor(0.9016, device='cuda:0')
tensor(1.1517, device='cuda:0')
tensor(0.9084, device='cuda:0')
tensor(1.2330, device='cuda:0')
tensor(1.2267, device='cuda:0')
tensor(1.2791, device='cuda:0')
tensor(1.6129, device='cuda:0')
tensor(1.0911, device='cuda:0')
tensor(0.9342, device='cuda:0')
tensor(0.8962, device='cuda:0')
tensor(0.8822, device='cuda:0')
tensor(0.9723, device='cuda:0')
tensor(0.9039, device='cuda:0')
tensor(0.9104, device='cuda:0')
tensor(1.2893, device='cuda:0')
tensor(1.6554, device='cuda:0')
tensor(1.6357, device='cuda:0')
tensor(1.6296, device='cuda:0')
tensor(1.3899, device='cuda:0')
tensor(1.1899, device='cuda:0')
tensor(1.0287, device='cuda:0')
tensor(0.7213, device='cuda:0')
tensor(0.6212, device='cuda:0')
tensor(0.5490, device='cuda:0')
tensor(0.5626, device='cuda:0')
tensor(1.4472, device='cuda:0')
tensor(1.5521, device='cuda:0')
tensor(1.4551, device='cuda:0')
tensor(0.8218, device='cuda:0')
tensor(0.7682, device='cuda:0')
tensor(0.6337, device='cuda:0')
tensor(0.6423, device='cuda:0')
tensor(0.5370, device='cuda:0')
tensor(1.2685, device='cuda:0')
tensor(1.3227, device='cuda:0')
tensor(1.0389, device='cuda:0')
tensor(1.0808, device='cuda:0')
tensor(0.8232, device='cuda:0')
tensor(0.8774, device='cuda:0')
tensor(0.9652, device='cuda:0')
tensor(0.9733, device='cuda:0')
tensor(0.9675, device='cuda:0')
tensor(1.1313, device='cuda:0')
tensor(1.3271, device='cuda:0')
tensor(0.9115, device='cuda:0')
tensor(1.0689, device='cuda:0')
tensor(0.9656, device='cuda:0')
tensor(0.9233, device='cuda:0')
tensor(0.9337, device='cuda:0')
tensor(1.1277, device='cuda:0')
tensor(0.9512, device='cuda:0')
tensor(1.1031, device='cuda:0')
tensor(0.7894, device='cuda:0')
tensor(0.8341, device='cuda:0')
tensor(1.5236, device='cuda:0')
tensor(1.3465, device='cuda:0')
tensor(1.0457, device='cuda:0')
tensor(1.2001, device='cuda:0')
tensor(0.9895, device='cuda:0')
tensor(1.0800, device='cuda:0')
tensor(1.1249, device='cuda:0')
tensor(1.0134, device='cuda:0')
tensor(1.0913, device='cuda:0')
tensor(0.9479, device='cuda:0')
tensor(1.1679, device='cuda:0')
tensor(0.8257, device='cuda:0')
tensor(1.1478, device='cuda:0')
tensor(1.2010, device='cuda:0')
tensor(1.3964, device='cuda:0')
tensor(1.4932, device='cuda:0')
tensor(1.5834, device='cuda:0')
tensor(1.0426, device='cuda:0')
tensor(0.8423, device='cuda:0')
tensor(0.7502, device='cuda:0')
tensor(0.9476, device='cuda:0')
tensor(0.5885, device='cuda:0')
tensor(0.7919, device='cuda:0')
tensor(0.9240, device='cuda:0')
tensor(0.5922, device='cuda:0')
tensor(0.7605, device='cuda:0')
tensor(0.9493, device='cuda:0')
tensor(0.8392, device='cuda:0')
tensor(0.7496, device='cuda:0')
tensor(1.0367, device='cuda:0')
tensor(1.0563, device='cuda:0')
tensor(1.1374, device='cuda:0')
tensor(0.9190, device='cuda:0')
tensor(0.7870, device='cuda:0')
tensor(0.7437, device='cuda:0')
tensor(0.8693, device='cuda:0')
tensor(0.9975, device='cuda:0')
tensor(0.7516, device='cuda:0')
tensor(1.0154, device='cuda:0')
tensor(0.6841, device='cuda:0')
tensor(0.9774, device='cuda:0')
tensor(1.1691, device='cuda:0')
tensor(0.7575, device='cuda:0')
tensor(0.7562, device='cuda:0')
tensor(0.7483, device='cuda:0')
tensor(0.8483, device='cuda:0')
tensor(0.7833, device='cuda:0')
tensor(0.8171, device='cuda:0')
tensor(0.9308, device='cuda:0')
tensor(0.8193, device='cuda:0')
tensor(0.8011, device='cuda:0')
tensor(0.8303, device='cuda:0')
tensor(1.4269, device='cuda:0')
tensor(1.1571, device='cuda:0')
tensor(0.8837, device='cuda:0')
tensor(0.7446, device='cuda:0')
tensor(0.7688, device='cuda:0')
tensor(1.0482, device='cuda:0')
tensor(1.2468, device='cuda:0')
tensor(2.0772, device='cuda:0')
tensor(2.2694, device='cuda:0')
tensor(2.4024, device='cuda:0')
tensor(2.3185, device='cuda:0')
tensor(2.0328, device='cuda:0')
tensor(1.1290, device='cuda:0')
tensor(1.1027, device='cuda:0')
tensor(1.3092, device='cuda:0')
tensor(1.4357, device='cuda:0')
tensor(1.8636, device='cuda:0')
tensor(1.0471, device='cuda:0')
tensor(0.9550, device='cuda:0')
tensor(1.2732, device='cuda:0')
tensor(1.4094, device='cuda:0')
tensor(1.1719, device='cuda:0')
tensor(1.2560, device='cuda:0')
tensor(1.0303, device='cuda:0')
tensor(1.1247, device='cuda:0')
tensor(1.2210, device='cuda:0')
tensor(1.0251, device='cuda:0')
tensor(1.0123, device='cuda:0')
tensor(1.0645, device='cuda:0')
tensor(1.0534, device='cuda:0')
tensor(1.1819, device='cuda:0')
tensor(1.4105, device='cuda:0')
tensor(0.5714, device='cuda:0')
tensor(0.4514, device='cuda:0')
tensor(0.3053, device='cuda:0')
tensor(0.3253, device='cuda:0')
tensor(0.5338, device='cuda:0')
tensor(1.6057, device='cuda:0')
tensor(1.2839, device='cuda:0')
tensor(0.6712, device='cuda:0')
tensor(0.4079, device='cuda:0')
tensor(0.7683, device='cuda:0')
tensor(1.0937, device='cuda:0')
tensor(0.9056, device='cuda:0')
tensor(1.0999, device='cuda:0')
tensor(0.8254, device='cuda:0')
tensor(1.1280, device='cuda:0')
tensor(1.2384, device='cuda:0')
tensor(0.6827, device='cuda:0')
tensor(0.6299, device='cuda:0')
tensor(1.8580, device='cuda:0')
tensor(1.4959, device='cuda:0')
tensor(1.0870, device='cuda:0')
tensor(0.4045, device='cuda:0')
tensor(1.1097, device='cuda:0')
tensor(0.8566, device='cuda:0')
tensor(0.8547, device='cuda:0')
tensor(0.8966, device='cuda:0')
tensor(0.7953, device='cuda:0')
tensor(0.8025, device='cuda:0')
tensor(0.9164, device='cuda:0')
tensor(1.6831, device='cuda:0')
tensor(1.3891, device='cuda:0')
tensor(1.2300, device='cuda:0')
tensor(1.8566, device='cuda:0')
tensor(2.1287, device='cuda:0')
tensor(2.0638, device='cuda:0')
tensor(1.4304, device='cuda:0')
tensor(1.7103, device='cuda:0')
tensor(1.2112, device='cuda:0')
tensor(0.8537, device='cuda:0')
tensor(1.0176, device='cuda:0')
tensor(0.9708, device='cuda:0')
tensor(0.6026, device='cuda:0')
tensor(0.7327, device='cuda:0')
tensor(0.7108, device='cuda:0')
tensor(0.5675, device='cuda:0')
tensor(0.4916, device='cuda:0')
tensor(0.4369, device='cuda:0')
tensor(0.9293, device='cuda:0')
tensor(0.8006, device='cuda:0')
tensor(1.0654, device='cuda:0')
tensor(0.7885, device='cuda:0')
tensor(0.8240, device='cuda:0')
tensor(0.6899, device='cuda:0')
tensor(0.9936, device='cuda:0')
tensor(0.6034, device='cuda:0')
tensor(0.7052, device='cuda:0')
tensor(0.6145, device='cuda:0')
tensor(0.5564, device='cuda:0')
tensor(0.4403, device='cuda:0')
tensor(1.3773, device='cuda:0')
tensor(1.3722, device='cuda:0')
tensor(1.6683, device='cuda:0')
tensor(1.2806, device='cuda:0')
tensor(0.9923, device='cuda:0')
tensor(0.8596, device='cuda:0')
tensor(0.9142, device='cuda:0')
tensor(0.8247, device='cuda:0')
tensor(0.8687, device='cuda:0')
tensor(0.7853, device='cuda:0')
tensor(0.8028, device='cuda:0')
tensor(0.8084, device='cuda:0')
tensor(0.7142, device='cuda:0')
tensor(0.6488, device='cuda:0')
tensor(0.9723, device='cuda:0')
tensor(1.3983, device='cuda:0')
tensor(1.1134, device='cuda:0')
tensor(1.2016, device='cuda:0')
tensor(1.1464, device='cuda:0')
tensor(1.2659, device='cuda:0')
tensor(1.0344, device='cuda:0')
tensor(1.0239, device='cuda:0')
tensor(1.0256, device='cuda:0')
tensor(1.2329, device='cuda:0')
tensor(1.1388, device='cuda:0')
tensor(1.1764, device='cuda:0')
tensor(1.2224, device='cuda:0')
tensor(1.2658, device='cuda:0')
tensor(1.0481, device='cuda:0')
tensor(1.8440, device='cuda:0')
tensor(2.0449, device='cuda:0')
tensor(0.7310, device='cuda:0')
tensor(0.4175, device='cuda:0')
tensor(0.4034, device='cuda:0')
tensor(0.6323, device='cuda:0')
tensor(0.1145, device='cuda:0')
tensor(0.1900, device='cuda:0')
tensor(0.2293, device='cuda:0')
tensor(0.2697, device='cuda:0')
tensor(0.1722, device='cuda:0')
tensor(0.1688, device='cuda:0')
tensor(0.7467, device='cuda:0')
tensor(0.5191, device='cuda:0')
tensor(0.3260, device='cuda:0')
tensor(0.2742, device='cuda:0')
tensor(1.4119, device='cuda:0')
tensor(2.0979, device='cuda:0')
tensor(1.3979, device='cuda:0')
tensor(1.2412, device='cuda:0')
tensor(1.7766, device='cuda:0')
tensor(1.6005, device='cuda:0')
tensor(1.1921, device='cuda:0')
tensor(1.4954, device='cuda:0')
tensor(1.1454, device='cuda:0')
tensor(1.1967, device='cuda:0')
tensor(1.1124, device='cuda:0')
tensor(1.2998, device='cuda:0')
tensor(1.4511, device='cuda:0')
tensor(1.7262, device='cuda:0')
tensor(1.2067, device='cuda:0')
tensor(0.9839, device='cuda:0')
tensor(1.1232, device='cuda:0')
tensor(1.6923, device='cuda:0')
tensor(1.2754, device='cuda:0')
tensor(1.4482, device='cuda:0')
tensor(1.4899, device='cuda:0')
tensor(1.5716, device='cuda:0')
tensor(1.3255, device='cuda:0')
tensor(0.9683, device='cuda:0')
tensor(0.9233, device='cuda:0')
tensor(1.1321, device='cuda:0')
tensor(1.1268, device='cuda:0')
tensor(1.3730, device='cuda:0')
tensor(0.9963, device='cuda:0')
tensor(1.4301, device='cuda:0')
tensor(1.0982, device='cuda:0')
tensor(1.2438, device='cuda:0')
tensor(1.1798, device='cuda:0')
tensor(1.1741, device='cuda:0')
tensor(0.8590, device='cuda:0')
tensor(1.4819, device='cuda:0')
tensor(1.2224, device='cuda:0')
tensor(1.6856, device='cuda:0')
tensor(1.7887, device='cuda:0')
tensor(1.3224, device='cuda:0')
tensor(1.1148, device='cuda:0')
tensor(1.5598, device='cuda:0')
tensor(1.2765, device='cuda:0')
tensor(1.4356, device='cuda:0')
tensor(1.5953, device='cuda:0')
tensor(1.5257, device='cuda:0')
tensor(0.9495, device='cuda:0')
tensor(1.0006, device='cuda:0')
tensor(0.9894, device='cuda:0')
tensor(0.7973, device='cuda:0')
tensor(0.9607, device='cuda:0')
tensor(0.9548, device='cuda:0')
tensor(1.1434, device='cuda:0')
tensor(1.1745, device='cuda:0')
tensor(0.8376, device='cuda:0')
tensor(1.2407, device='cuda:0')
tensor(0.9796, device='cuda:0')
tensor(0.9886, device='cuda:0')
tensor(1.1483, device='cuda:0')
tensor(0.7970, device='cuda:0')
tensor(1.1873, device='cuda:0')
tensor(1.2235, device='cuda:0')
tensor(1.1591, device='cuda:0')
tensor(1.1815, device='cuda:0')
tensor(1.2163, device='cuda:0')
tensor(1.1796, device='cuda:0')
tensor(1.0162, device='cuda:0')
tensor(1.2295, device='cuda:0')
tensor(0.8997, device='cuda:0')
tensor(1.0829, device='cuda:0')
tensor(1.1284, device='cuda:0')
tensor(1.2020, device='cuda:0')
tensor(0.9283, device='cuda:0')
tensor(1.5287, device='cuda:0')
tensor(1.6749, device='cuda:0')
tensor(0.9159, device='cuda:0')
tensor(0.7867, device='cuda:0')
tensor(0.7090, device='cuda:0')
tensor(1.3698, device='cuda:0')
tensor(1.3430, device='cuda:0')
tensor(1.1879, device='cuda:0')
tensor(1.3049, device='cuda:0')
tensor(1.1703, device='cuda:0')
tensor(1.1395, device='cuda:0')
tensor(1.4662, device='cuda:0')
tensor(1.2548, device='cuda:0')
tensor(1.1299, device='cuda:0')
tensor(1.4204, device='cuda:0')
tensor(1.2004, device='cuda:0')
tensor(1.3524, device='cuda:0')
tensor(1.1917, device='cuda:0')
tensor(1.3171, device='cuda:0')
tensor(1.1875, device='cuda:0')
tensor(1.3878, device='cuda:0')
tensor(1.3212, device='cuda:0')
tensor(1.4184, device='cuda:0')
tensor(1.0197, device='cuda:0')
tensor(0.9770, device='cuda:0')
tensor(1.0984, device='cuda:0')
tensor(1.2677, device='cuda:0')
tensor(1.7286, device='cuda:0')
tensor(1.1364, device='cuda:0')
tensor(1.7871, device='cuda:0')
tensor(1.2689, device='cuda:0')
tensor(1.2850, device='cuda:0')
tensor(1.1000, device='cuda:0')
tensor(0.9279, device='cuda:0')
tensor(0.7753, device='cuda:0')
tensor(1.0911, device='cuda:0')
tensor(1.0038, device='cuda:0')
tensor(1.2126, device='cuda:0')
tensor(1.1474, device='cuda:0')
tensor(1.5104, device='cuda:0')
tensor(1.1349, device='cuda:0')
tensor(0.9192, device='cuda:0')
tensor(1.4238, device='cuda:0')
tensor(1.2692, device='cuda:0')
tensor(1.4076, device='cuda:0')
tensor(1.5704, device='cuda:0')
tensor(1.5770, device='cuda:0')
tensor(1.0101, device='cuda:0')
tensor(1.0239, device='cuda:0')
tensor(1.4013, device='cuda:0')
tensor(1.3002, device='cuda:0')
tensor(1.1522, device='cuda:0')
tensor(1.1063, device='cuda:0')
tensor(0.9763, device='cuda:0')
tensor(1.5820, device='cuda:0')
tensor(1.5897, device='cuda:0')
tensor(1.4147, device='cuda:0')
tensor(0.5897, device='cuda:0')
tensor(0.8818, device='cuda:0')
tensor(0.7703, device='cuda:0')
tensor(0.7901, device='cuda:0')
tensor(0.9199, device='cuda:0')
tensor(0.7342, device='cuda:0')
tensor(0.6724, device='cuda:0')
tensor(1.0938, device='cuda:0')
tensor(1.5530, device='cuda:0')
tensor(1.5716, device='cuda:0')
tensor(1.1073, device='cuda:0')
tensor(1.5660, device='cuda:0')
tensor(1.4756, device='cuda:0')
tensor(1.1427, device='cuda:0')
tensor(1.5293, device='cuda:0')
tensor(1.0302, device='cuda:0')
tensor(1.1120, device='cuda:0')
tensor(0.8729, device='cuda:0')
tensor(0.9834, device='cuda:0')
tensor(0.9323, device='cuda:0')
tensor(0.6359, device='cuda:0')
tensor(1.0197, device='cuda:0')
tensor(0.8536, device='cuda:0')
tensor(1.0533, device='cuda:0')
tensor(0.8530, device='cuda:0')
tensor(0.8969, device='cuda:0')
tensor(0.8442, device='cuda:0')
tensor(0.9252, device='cuda:0')
tensor(1.0708, device='cuda:0')
tensor(0.9285, device='cuda:0')
tensor(1.4569, device='cuda:0')
tensor(0.9787, device='cuda:0')
tensor(0.9151, device='cuda:0')
tensor(0.8862, device='cuda:0')
tensor(0.9955, device='cuda:0')
tensor(0.9484, device='cuda:0')
tensor(0.9311, device='cuda:0')
tensor(0.8986, device='cuda:0')
tensor(0.9234, device='cuda:0')
tensor(0.9332, device='cuda:0')
tensor(1.2982, device='cuda:0')
tensor(1.6224, device='cuda:0')
tensor(1.4899, device='cuda:0')
tensor(1.2352, device='cuda:0')
tensor(1.0186, device='cuda:0')
